"Date","Taiwan_Accumulate","World_Accumulate"
"2021-06-22 00:00:00",14157,178666164
"2021-06-23 00:00:00",14260,179026192
"2021-06-24 00:00:00",14389,179455484
"2021-06-25 00:00:00",14465,179861683
"2021-06-26 00:00:00",14545,180272776
"2021-06-27 00:00:00",14634,180643289
"2021-06-28 00:00:00",14694,180973991
"2021-06-29 00:00:00",14748,181313130
"2021-06-30 00:00:00",14804,181681318
"2021-07-01 00:00:00",14853,182068970
"2021-07-02 00:00:00",14911,182509021
"2021-07-03 00:00:00",14991,182939124
"2021-07-04 00:00:00",15030,183334912
"2021-07-05 00:00:00",15061,183671058
"2021-07-06 00:00:00",15088,184041712
"2021-07-07 00:00:00",15128,184469340
"2021-07-08 00:00:00",15149,184933482
"2021-07-09 00:00:00",15185,185418465
"2021-07-10 00:00:00",15218,185908277
"2021-07-11 00:00:00",15249,186354908
"2021-07-12 00:00:00",15273,186734635
"2021-07-13 00:00:00",15302,187161047
"2021-07-14 00:00:00",15328,187668898
"2021-07-15 00:00:00",15346,188218973
"2021-07-16 00:00:00",15378,188773478
"2021-07-17 00:00:00",15390,189369667
"2021-07-18 00:00:00",15408,189846156
"2021-07-19 00:00:00",15429,190298340
"2021-07-20 00:00:00",15453,190793007
"2021-07-21 00:00:00",15478,191284034
"2021-07-22 00:00:00",15511,191833437
"2021-07-23 00:00:00",15535,192400867
"2021-07-24 00:00:00",15558,193019846
"2021-07-25 00:00:00",15571,193563372
"2021-07-26 00:00:00",15582,194013892
"2021-07-27 00:00:00",15599,194557225
"2021-07-28 00:00:00",15619,195136122
"2021-07-29 00:00:00",15637,195784229
"2021-07-30 00:00:00",15662,196420928
"2021-07-31 00:00:00",15674,197126031
"2021-08-01 00:00:00",15688,197684414
"2021-08-02 00:00:00",15702,198161797
"2021-08-03 00:00:00",15721,198749758
"2021-08-04 00:00:00",15742,199347868
"2021-08-05 00:00:00",15753,200014793
"2021-08-06 00:00:00",15765,200706350
"2021-08-07 00:00:00",15775,201527553
"2021-08-08 00:00:00",15782,202078433
"2021-08-09 00:00:00",15790,202564281
"2021-08-10 00:00:00",15798,203189900
"2021-08-11 00:00:00",15814,203789369
"2021-08-12 00:00:00",15820,204473787
"2021-08-13 00:00:00",15836,205213469
"2021-08-14 00:00:00",15843,206004181
"2021-08-15 00:00:00",15852,206617021
"2021-08-16 00:00:00",15862,207099269
"2021-08-17 00:00:00",15880,207724769
"2021-08-18 00:00:00",15891,208384159
"2021-08-19 00:00:00",15897,209086308
"2021-08-20 00:00:00",15906,209777611
"2021-08-21 00:00:00",15916,210622972
"2021-08-22 00:00:00",15926,211192498
"2021-08-23 00:00:00",15932,211660623
"2021-08-24 00:00:00",15938,212328469
"2021-08-25 00:00:00",15939,212898576
"2021-08-26 00:00:00",15947,213661237
"2021-08-27 00:00:00",15954,214372663
"2021-08-28 00:00:00",15960,215212683
"2021-08-29 00:00:00",15983,215755392
"2021-08-30 00:00:00",15991,216223165
"2021-08-31 00:00:00",15995,216863526
"2021-09-01 00:00:00",16001,217477539
"2021-09-02 00:00:00",16006,218166956
"2021-09-03 00:00:00",16012,218820424
"2021-09-04 00:00:00",16013,219474689
"2021-09-05 00:00:00",16019,220094470
"2021-09-06 00:00:00",16035,220541855
"2021-09-07 00:00:00",16047,220992807
"2021-09-08 00:00:00",16056,221647940
"2021-09-09 00:00:00",16062,222281423
"2021-09-10 00:00:00",16069,222894854
"2021-09-11 00:00:00",16074,223540054
"2021-09-12 00:00:00",16088,224041516
"2021-09-13 00:00:00",16093,224415440
"2021-09-14 00:00:00",16098,224991529
"2021-09-15 00:00:00",16103,225516973
"2021-09-16 00:00:00",16115,226108177
"2021-09-17 00:00:00",16123,226775649
"2021-09-18 00:00:00",16129,227148553
"2021-09-19 00:00:00",16141,227759500
"2021-09-20 00:00:00",16147,228118636
"2021-09-21 00:00:00",16152,228628675
"2021-09-22 00:00:00",16159,229084083
"2021-09-23 00:00:00",16168,229617590
"2021-09-24 00:00:00",16176,230129170
"2021-09-25 00:00:00",16181,230676498
"2021-09-26 00:00:00",16189,231065174
"2021-09-27 00:00:00",16198,231405696
"2021-09-28 00:00:00",16205,231889572
"2021-09-29 00:00:00",16216,232321914
"2021-09-30 00:00:00",16223,232802993
"2021-10-01 00:00:00",16234,233292846
"2021-10-02 00:00:00",16244,233838922
"2021-10-03 00:00:00",16250,234200740
"2021-10-04 00:00:00",16255,234508527
"2021-10-05 00:00:00",16262,234936339
"2021-10-06 00:00:00",16267,235354848
"2021-10-07 00:00:00",16271,235806714
"2021-10-08 00:00:00",16283,236260209
"2021-10-09 00:00:00",16287,236732954
"2021-10-10 00:00:00",16294,237089727
"2021-10-11 00:00:00",16305,237395079
"2021-10-12 00:00:00",16309,237770001
"2021-10-13 00:00:00",16313,238192612
"2021-10-14 00:00:00",16321,238642923
"2021-10-15 00:00:00",16325,239084588
"2021-10-16 00:00:00",16336,239546215
"2021-10-17 00:00:00",16337,239903302
"2021-10-18 00:00:00",16337,240211330
"2021-10-19 00:00:00",16343,240611929
"2021-10-20 00:00:00",16347,241036414
"2021-10-21 00:00:00",16349,241496222
"2021-10-22 00:00:00",16357,241953856
"2021-10-23 00:00:00",16364,242426922
"2021-10-24 00:00:00",16368,242831206
"2021-10-25 00:00:00",16376,243156912
"2021-10-26 00:00:00",16380,243539660
"2021-10-27 00:00:00",16388,243965416
"2021-10-28 00:00:00",16394,244460171
"2021-10-29 00:00:00",16399,244973009
"2021-10-30 00:00:00",16406,245478214
"2021-10-31 00:00:00",16412,245873348
"2021-11-01 00:00:00",16417,246201909
"2021-11-02 00:00:00",16421,246621499
"2021-11-03 00:00:00",16428,247007465
"2021-11-04 00:00:00",16430,247520674
"2021-11-05 00:00:00",16437,248033306
"2021-11-06 00:00:00",16438,248572608
"2021-11-07 00:00:00",16442,249008204
"2021-11-08 00:00:00",16445,249344248
"2021-11-09 00:00:00",16451,249787342
"2021-11-10 00:00:00",16456,250259294
"2021-11-11 00:00:00",16465,250804616
"2021-11-12 00:00:00",16475,251336695
"2021-11-13 00:00:00",16479,251900425
"2021-11-14 00:00:00",16487,252400615
"2021-11-15 00:00:00",16496,252760561
"2021-11-16 00:00:00",16498,253259264
"2021-11-17 00:00:00",16503,253773458
"2021-11-18 00:00:00",16506,254365814
"2021-11-19 00:00:00",16516,254985770
"2021-11-20 00:00:00",16520,255609655
