,證券代碼,簡稱,TEJ產業指數
110,1519,華城         ,TEJN07  傳產- 電機及家電      
111,1521,大億         ,TEJN16  傳產- 汽車            
112,1522,堤維西       ,TEJN16  傳產- 汽車            
113,1524,耿鼎         ,TEJN16  傳產- 汽車            
114,1525,江申         ,TEJN16  傳產- 汽車            
115,1526,日馳         ,TEJN23  傳產- 運動休閒        
116,1527,鑽全         ,TEJN06  傳產- 工具機          
117,1528,恩德         ,TEJN06  傳產- 工具機          
118,1529,樂事綠能     ,TEJN07  傳產- 電機及家電      
119,1530,亞崴         ,TEJN06  傳產- 工具機          
120,1531,高林股       ,TEJN06  傳產- 工具機          
121,1532,勤美         ,TEJN06  傳產- 工具機          
122,1533,車王電       ,TEJN16  傳產- 汽車            
123,1535,中宇         ,TEJN07  傳產- 電機及家電      
124,1536,和大         ,TEJN16  傳產- 汽車            
125,1537,廣隆         ,TEJT14  電子- 電子零組件其他  
126,1538,正峰         ,TEJN06  傳產- 工具機          
127,1539,巨庭         ,TEJN06  傳產- 工具機          
128,1540,喬福         ,TEJN06  傳產- 工具機          
129,1541,錩泰         ,TEJN06  傳產- 工具機          
130,1558,伸興         ,TEJN06  傳產- 工具機          
131,1560,中砂         ,TEJT16  電子- 晶圓製造        
132,1568,倉佑         ,TEJN16  傳產- 汽車            
133,1582,信錦         ,TEJT14  電子- 電子零組件其他  
134,1583,程泰         ,TEJN06  傳產- 工具機          
135,1587,吉茂         ,TEJN16  傳產- 汽車            
136,1589,永冠-KY      ,TEJN06  傳產- 工具機          
137,1590,亞德客-KY    ,TEJN06  傳產- 工具機          
138,1597,直得         ,TEJN06  傳產- 工具機          
139,1598,岱宇         ,                              
140,1603,華電         ,TEJN08  傳產- 電線            
141,1604,聲寶         ,TEJN07  傳產- 電機及家電      
142,1605,華新         ,TEJN08  傳產- 電線            
143,1608,華榮         ,TEJN08  傳產- 電線            
144,1609,大亞         ,TEJN08  傳產- 電線            
145,1611,中電         ,TEJN07  傳產- 電機及家電      
146,1612,宏泰         ,TEJN08  傳產- 電線            
147,1614,三洋電       ,TEJN07  傳產- 電機及家電      
148,1615,大山         ,TEJN08  傳產- 電線            
149,1616,億泰         ,TEJN08  傳產- 電線            
150,1617,榮星         ,TEJN08  傳產- 電線            
151,1618,合機         ,TEJN08  傳產- 電線            
152,1626,艾美特-KY    ,TEJN07  傳產- 電機及家電      
153,1701,中化         ,TEJN09  傳產- 西藥            
154,1702,南僑         ,TEJN02  傳產- 食品            
155,1707,葡萄王       ,TEJN09  傳產- 西藥            
156,1708,東鹼         ,TEJN11  傳產- 其他化學        
157,1709,和益         ,TEJN11  傳產- 其他化學        
158,1710,東聯         ,TEJN03  傳產- 塑膠原料        
159,1711,永光         ,TEJN11  傳產- 其他化學        
160,1712,興農         ,TEJN11  傳產- 其他化學        
161,1713,國化         ,TEJN11  傳產- 其他化學        
162,1714,和桐         ,TEJN11  傳產- 其他化學        
163,1717,長興         ,TEJN11  傳產- 其他化學        
164,1718,中纖         ,TEJN03  傳產- 塑膠原料        
165,1720,生達         ,TEJN09  傳產- 西藥            
166,1721,三晃         ,TEJN11  傳產- 其他化學        
167,1722,台肥         ,TEJN11  傳產- 其他化學        
168,1723,中碳         ,TEJN11  傳產- 其他化學        
169,1725,元禎         ,TEJN11  傳產- 其他化學        
170,1726,永記         ,TEJN11  傳產- 其他化學        
171,1727,中華化       ,TEJN11  傳產- 其他化學        
172,1730,花仙子       ,TEJN11  傳產- 其他化學        
173,1731,美吾華       ,TEJN09  傳產- 西藥            
174,1732,毛寶         ,TEJN11  傳產- 其他化學        
175,1733,五鼎         ,TEJN10  傳產- 醫療耗材        
176,1734,杏輝         ,TEJN09  傳產- 西藥            
177,1735,日勝化       ,TEJN11  傳產- 其他化學        
178,1736,喬山         ,                              
179,1737,臺鹽         ,TEJN02  傳產- 食品            
180,1752,南光         ,TEJN09  傳產- 西藥            
181,1760,寶齡富錦     ,TEJN09  傳產- 西藥            
182,1762,中化生       ,TEJN09  傳產- 西藥            
183,1773,勝一         ,TEJN11  傳產- 其他化學        
184,1776,展宇         ,TEJN11  傳產- 其他化學        
185,1783,和康生       ,TEJN10  傳產- 醫療耗材        
186,1786,科妍         ,TEJN10  傳產- 醫療耗材        
187,1789,神隆         ,TEJN09  傳產- 西藥            
188,1795,美時         ,TEJN09  傳產- 西藥            
189,1802,台玻         ,TEJN12  傳產- 玻璃陶瓷        
190,1805,寶徠         ,TEJN17  傳產- 營建            
191,1806,冠軍         ,TEJN12  傳產- 玻璃陶瓷        
192,1808,潤隆         ,TEJN17  傳產- 營建            
193,1809,中釉         ,TEJN12  傳產- 玻璃陶瓷        
194,1810,和成         ,TEJN12  傳產- 玻璃陶瓷        
195,1817,凱撒衛       ,TEJN12  傳產- 玻璃陶瓷        
196,1903,士紙         ,TEJN13  傳產- 造紙            
197,1904,正隆         ,TEJN13  傳產- 造紙            
198,1905,華紙         ,TEJN13  傳產- 造紙            
199,1906,寶隆         ,TEJN13  傳產- 造紙            
200,1907,永豐餘       ,TEJN13  傳產- 造紙            
201,1909,榮成         ,TEJN13  傳產- 造紙            
202,2002,中鋼         ,TEJN14  傳產- 鋼鐵            
203,2006,東和鋼鐵     ,TEJN14  傳產- 鋼鐵            
204,2007,燁興         ,TEJN14  傳產- 鋼鐵            
205,2008,高興昌       ,TEJN14  傳產- 鋼鐵            
206,2009,第一銅       ,TEJN14  傳產- 鋼鐵            
207,2010,春源         ,TEJN14  傳產- 鋼鐵            
208,2012,春雨         ,TEJN14  傳產- 鋼鐵            
209,2013,中鋼構       ,TEJN14  傳產- 鋼鐵            
210,2014,中鴻         ,TEJN14  傳產- 鋼鐵            
211,2015,豐興         ,TEJN14  傳產- 鋼鐵            
212,2017,官田鋼       ,TEJN14  傳產- 鋼鐵            
213,2020,美亞         ,TEJN14  傳產- 鋼鐵            
214,2022,聚亨         ,TEJN14  傳產- 鋼鐵            
215,2023,燁輝         ,TEJN14  傳產- 鋼鐵            
216,2024,志聯         ,TEJN14  傳產- 鋼鐵            
217,2025,千興         ,TEJN14  傳產- 鋼鐵            
218,2027,大成鋼       ,TEJN14  傳產- 鋼鐵            
219,2028,威致         ,TEJN14  傳產- 鋼鐵            
220,2029,盛餘         ,TEJN14  傳產- 鋼鐵            
221,2030,彰源         ,TEJN14  傳產- 鋼鐵            
222,2031,新光鋼       ,TEJN14  傳產- 鋼鐵            
223,2032,新鋼         ,TEJN14  傳產- 鋼鐵            
224,2033,佳大         ,TEJN14  傳產- 鋼鐵            
225,2034,允強         ,TEJN14  傳產- 鋼鐵            
226,2038,海光         ,TEJN14  傳產- 鋼鐵            
227,2049,上銀         ,TEJN06  傳產- 工具機          
228,2059,川湖         ,TEJN14  傳產- 鋼鐵            
229,2062,橋椿         ,TEJO99  其它業別              
230,2069,運錩         ,TEJN14  傳產- 鋼鐵            
231,2101,南港         ,TEJN15  傳產- 橡膠            
232,2102,泰豐         ,TEJN15  傳產- 橡膠            
233,2103,台橡         ,TEJN15  傳產- 橡膠            
234,2104,國際中橡     ,TEJN15  傳產- 橡膠            
235,2105,正新         ,TEJN15  傳產- 橡膠            
236,2106,建大         ,TEJN15  傳產- 橡膠            
237,2107,厚生         ,TEJN15  傳產- 橡膠            
238,2108,南帝         ,TEJN15  傳產- 橡膠            
239,2109,華豐         ,TEJN15  傳產- 橡膠            
240,2114,鑫永銓       ,TEJN15  傳產- 橡膠            
241,2115,六暉-KY      ,TEJN16  傳產- 汽車            
242,2201,裕隆         ,TEJN16  傳產- 汽車            
243,2204,中華         ,TEJN16  傳產- 汽車            
244,2206,三陽工業     ,TEJN16  傳產- 汽車            
245,2207,和泰車       ,TEJN16  傳產- 汽車            
246,2208,台船         ,TEJN16  傳產- 汽車            
247,2211,長榮鋼       ,TEJN14  傳產- 鋼鐵            
248,2227,裕日車       ,TEJN16  傳產- 汽車            
249,2228,劍麟         ,TEJN16  傳產- 汽車            
250,2231,為升         ,TEJN16  傳產- 汽車            
251,2233,宇隆         ,TEJN16  傳產- 汽車            
252,2236,百達-KY      ,TEJN16  傳產- 汽車            
253,2239,英利-KY      ,TEJN16  傳產- 汽車            
254,2241,艾姆勒       ,TEJN16  傳產- 汽車            
255,2243,宏旭-KY      ,TEJN16  傳產- 汽車            
256,2247,汎德永業     ,TEJN16  傳產- 汽車            
257,2250,IKKA-KY      ,TEJN16  傳產- 汽車            
258,2301,光寶科       ,TEJT05  電子- PC週邊          
259,2302,麗正         ,TEJT14  電子- 電子零組件其他  
260,2303,聯電         ,TEJT16  電子- 晶圓製造        
261,2305,全友         ,TEJT05  電子- PC週邊          
262,2308,台達電       ,TEJT11  電子- 電源供應器      
263,2312,金寶         ,TEJT01  電子- PC              
264,2313,華通         ,TEJT03  電子- PCB             
265,2314,台揚         ,TEJT15  電子- 網通            
266,2316,楠梓電       ,TEJT03  電子- PCB             
267,2317,鴻海         ,TEJT01  電子- PC              
268,2321,東訊         ,                              
269,2323,中環         ,TEJT05  電子- PC週邊          
270,2324,仁寶         ,TEJT01  電子- PC              
271,2327,國巨         ,TEJT13  電子- 被動元件        
272,2328,廣宇         ,TEJT10  電子- 連接器          
273,2329,華泰         ,TEJT16  電子- 晶圓製造        
274,2330,台積電       ,TEJT16  電子- 晶圓製造        
275,2331,精英         ,TEJT02  電子- 主機板          
276,2332,友訊         ,TEJT15  電子- 網通            
277,2337,旺宏         ,TEJT16  電子- 晶圓製造        
278,2338,光罩         ,TEJT16  電子- 晶圓製造        
279,2340,台亞         ,TEJT06  電子- LED             
280,2342,茂矽         ,TEJT16  電子- 晶圓製造        
281,2344,華邦電       ,TEJT16  電子- 晶圓製造        
282,2345,智邦         ,TEJT15  電子- 網通            
283,2347,聯強         ,TEJT20  電子- 資訊通路        
284,2348,海悅         ,TEJN17  傳產- 營建            
285,2349,錸德         ,TEJT05  電子- PC週邊          
286,2351,順德         ,TEJT16  電子- 晶圓製造        
287,2352,佳世達       ,TEJT05  電子- PC週邊          
288,2353,宏_         ,TEJT01  電子- PC              
289,2354,鴻準         ,TEJT12  電子- 機殼            
290,2355,敬鵬         ,TEJT03  電子- PCB             
291,2356,英業達       ,TEJT01  電子- PC              
292,2357,華碩         ,TEJT01  電子- PC              
293,2358,廷鑫         ,TEJN14  傳產- 鋼鐵            
294,2359,所羅門       ,TEJT20  電子- 資訊通路        
295,2360,致茂         ,TEJT18  電子- 電子設備        
296,2362,藍天         ,TEJT01  電子- PC              
297,2363,矽統         ,TEJT17  電子- IC設計          
298,2364,倫飛         ,TEJT01  電子- PC              
299,2365,昆盈         ,TEJT05  電子- PC週邊          
300,2367,燿華         ,TEJT03  電子- PCB             
301,2368,金像電       ,TEJT03  電子- PCB             
302,2369,菱生         ,TEJT16  電子- 晶圓製造        
303,2371,大同         ,TEJN07  傳產- 電機及家電      
304,2373,震旦行       ,TEJT20  電子- 資訊通路        
305,2374,佳能         ,TEJT21  電子- 消費性電子      
306,2375,凱美         ,TEJT13  電子- 被動元件        
307,2376,技嘉         ,TEJT02  電子- 主機板          
308,2377,微星         ,TEJT02  電子- 主機板          
309,2379,瑞昱         ,TEJT17  電子- IC設計          
310,2380,虹光         ,TEJT05  電子- PC週邊          
311,2382,廣達         ,TEJT01  電子- PC              
312,2383,台光電       ,TEJT04  電子- PCB原材料       
313,2385,群光         ,TEJT05  電子- PC週邊          
314,2387,精元         ,TEJT05  電子- PC週邊          
315,2388,威盛         ,TEJT17  電子- IC設計          
316,2390,云辰         ,TEJT09  電子- 其他光電        
317,2392,正崴         ,TEJT10  電子- 連接器          
318,2393,億光         ,TEJT06  電子- LED             
319,2395,研華         ,TEJT02  電子- 主機板          
320,2397,友通         ,TEJT02  電子- 主機板          
321,2399,映泰         ,TEJT02  電子- 主機板          
322,2401,凌陽         ,TEJT17  電子- IC設計          
323,2402,毅嘉         ,TEJT03  電子- PCB             
324,2404,漢唐         ,TEJT18  電子- 電子設備        
325,2405,輔信         ,TEJT01  電子- PC              
326,2406,國碩         ,TEJT07  電子- 太陽能          
327,2408,南亞科       ,TEJT16  電子- 晶圓製造        
328,2409,友達         ,TEJT08  電子- 面板            
329,2412,中華電       ,TEJT19  電子- 電信業          
330,2413,環科         ,TEJT11  電子- 電源供應器      
331,2414,精技         ,TEJT20  電子- 資訊通路        
332,2415,錩新         ,TEJT21  電子- 消費性電子      
333,2417,圓剛         ,TEJT02  電子- 主機板          
334,2419,仲琦         ,TEJT15  電子- 網通            
335,2420,新巨         ,TEJT11  電子- 電源供應器      
336,2421,建準         ,TEJT14  電子- 電子零組件其他  
337,2423,固緯         ,TEJT11  電子- 電源供應器      
338,2424,隴華         ,                              
339,2425,承啟         ,TEJT02  電子- 主機板          
340,2426,鼎元         ,TEJT06  電子- LED             
341,2427,三商電       ,TEJT22  電子- 軟體            
342,2428,興勤         ,TEJT13  電子- 被動元件        
343,2429,銘旺科       ,TEJT09  電子- 其他光電        
344,2430,燦坤         ,TEJT20  電子- 資訊通路        
345,2431,聯昌         ,TEJT11  電子- 電源供應器      
346,2433,互盛電       ,TEJT20  電子- 資訊通路        
347,2434,統懋         ,TEJT14  電子- 電子零組件其他  
348,2436,偉詮電       ,TEJT17  電子- IC設計          
349,2438,翔耀         ,TEJT08  電子- 面板            
350,2439,美律         ,TEJT21  電子- 消費性電子      
351,2440,太空梭       ,TEJT10  電子- 連接器          
352,2441,超豐         ,TEJT16  電子- 晶圓製造        
353,2442,新美齊       ,TEJN17  傳產- 營建            
354,2443,昶虹         ,TEJO99  其它業別              
355,2444,兆勁         ,TEJT15  電子- 網通            
356,2449,京元電子     ,TEJT16  電子- 晶圓製造        
357,2450,神腦         ,TEJT20  電子- 資訊通路        
358,2451,創見         ,TEJT16  電子- 晶圓製造        
359,2453,凌群         ,TEJT22  電子- 軟體            
360,2454,聯發科       ,TEJT17  電子- IC設計          
361,2455,全新         ,TEJT16  電子- 晶圓製造        
362,2457,飛宏         ,TEJT11  電子- 電源供應器      
363,2458,義隆         ,TEJT17  電子- IC設計          
364,2459,敦吉         ,TEJT20  電子- 資訊通路        
365,2460,建通         ,TEJT10  電子- 連接器          
366,2461,光群雷       ,TEJN04  傳產- 塑膠製品        
367,2462,良得電       ,TEJT10  電子- 連接器          
368,2464,盟立         ,TEJT18  電子- 電子設備        
369,2465,麗臺         ,TEJT02  電子- 主機板          
370,2466,冠西電       ,TEJT06  電子- LED             
371,2467,志聖         ,TEJT18  電子- 電子設備        
372,2468,華經         ,TEJT22  電子- 軟體            
373,2471,資通         ,TEJT22  電子- 軟體            
374,2472,立隆電       ,TEJT13  電子- 被動元件        
375,2474,可成         ,TEJT12  電子- 機殼            
376,2476,鉅祥         ,TEJT14  電子- 電子零組件其他  
377,2477,美隆電       ,TEJT21  電子- 消費性電子      
378,2478,大毅         ,TEJT13  電子- 被動元件        
379,2480,敦陽科       ,TEJT22  電子- 軟體            
380,2481,強茂         ,TEJT14  電子- 電子零組件其他  
381,2482,連宇         ,TEJT05  電子- PC週邊          
382,2483,百容         ,TEJT14  電子- 電子零組件其他  
383,2484,希華         ,TEJT14  電子- 電子零組件其他  
384,2485,兆赫         ,TEJT15  電子- 網通            
385,2486,一詮         ,TEJT14  電子- 電子零組件其他  
386,2488,漢平         ,TEJT21  電子- 消費性電子      
387,2489,瑞軒         ,TEJT05  電子- PC週邊          
388,2491,吉祥全       ,TEJN07  傳產- 電機及家電      
389,2492,華新科       ,TEJT13  電子- 被動元件        
390,2493,揚博         ,TEJT18  電子- 電子設備        
391,2495,普安         ,TEJT05  電子- PC週邊          
392,2496,卓越         ,TEJO99  其它業別              
393,2497,怡利電       ,TEJN16  傳產- 汽車            
394,2498,宏達電       ,                              
395,2501,國建         ,TEJN17  傳產- 營建            
396,2504,國產         ,TEJN01  傳產- 水泥            
397,2505,國揚         ,TEJN17  傳產- 營建            
398,2506,太設         ,TEJN17  傳產- 營建            
399,2509,全坤建       ,TEJN17  傳產- 營建            
400,2511,太子         ,TEJN17  傳產- 營建            
401,2514,龍邦         ,TEJN17  傳產- 營建            
402,2515,中工         ,TEJN17  傳產- 營建            
403,2516,新建         ,TEJN17  傳產- 營建            
404,2520,冠德         ,TEJN17  傳產- 營建            
405,2524,京城         ,TEJN17  傳產- 營建            
406,2527,宏璟         ,TEJN17  傳產- 營建            
407,2528,皇普         ,TEJN17  傳產- 營建            
408,2530,華建         ,TEJN17  傳產- 營建            
409,2534,宏盛         ,TEJN17  傳產- 營建            
410,2535,達欣工       ,TEJN17  傳產- 營建            
411,2536,宏普         ,TEJN17  傳產- 營建            
412,2537,聯上發       ,TEJN17  傳產- 營建            
413,2538,基泰         ,TEJN17  傳產- 營建            
414,2539,櫻花建       ,TEJN17  傳產- 營建            
415,2540,愛山林       ,TEJN17  傳產- 營建            
416,2542,興富發       ,TEJN17  傳產- 營建            
417,2543,皇昌         ,TEJN17  傳產- 營建            
418,2545,皇翔         ,TEJN17  傳產- 營建            
419,2546,根基         ,TEJN17  傳產- 營建            
420,2547,日勝生       ,TEJN17  傳產- 營建            
421,2548,華固         ,TEJN17  傳產- 營建            
422,2597,潤弘         ,TEJN17  傳產- 營建            
423,2601,益航         ,TEJN18  傳產- 海空運          
424,2603,長榮         ,TEJN18  傳產- 海空運          
425,2605,新興         ,TEJN18  傳產- 海空運          
426,2606,裕民         ,TEJN18  傳產- 海空運          
427,2607,榮運         ,TEJN19  傳產- 陸運            
428,2608,嘉里大榮     ,TEJN19  傳產- 陸運            
429,2609,陽明         ,TEJN18  傳產- 海空運          
430,2610,華航         ,TEJN18  傳產- 海空運          
431,2611,志信         ,TEJN19  傳產- 陸運            
432,2612,中航         ,TEJN18  傳產- 海空運          
433,2613,中櫃         ,TEJN19  傳產- 陸運            
434,2614,東森         ,                              
435,2615,萬海         ,TEJN18  傳產- 海空運          
436,2616,山隆         ,TEJN22  傳產- 油電燃氣        
437,2617,台航         ,TEJN18  傳產- 海空運          
438,2618,長榮航       ,TEJN18  傳產- 海空運          
439,2630,亞航         ,                              
440,2633,台灣高鐵     ,                              
441,2634,漢翔         ,                              
442,2636,台驊投控     ,TEJN19  傳產- 陸運            
443,2637,慧洋-KY      ,TEJN18  傳產- 海空運          
444,2642,宅配通       ,TEJN19  傳產- 陸運            
445,2645,長榮航太     ,                              
446,2701,萬企         ,TEJN20  傳產- 觀光餐飲        
447,2702,華園         ,TEJN20  傳產- 觀光餐飲        
448,2704,國賓         ,TEJN20  傳產- 觀光餐飲        
449,2705,六福         ,TEJN20  傳產- 觀光餐飲        
450,2706,第一店       ,TEJN20  傳產- 觀光餐飲        
451,2707,晶華         ,TEJN20  傳產- 觀光餐飲        
452,2712,遠雄來       ,TEJN20  傳產- 觀光餐飲        
453,2722,夏都         ,TEJN20  傳產- 觀光餐飲        
454,2723,美食-KY      ,TEJN20  傳產- 觀光餐飲        
455,2727,王品         ,TEJN20  傳產- 觀光餐飲        
456,2731,雄獅         ,TEJN20  傳產- 觀光餐飲        
457,2739,寒舍         ,TEJN20  傳產- 觀光餐飲        
458,2748,雲品         ,TEJN20  傳產- 觀光餐飲        
459,2753,八方雲集     ,TEJN20  傳產- 觀光餐飲        
460,2801,彰銀         ,TEJF01  金融- 金融中介        
461,2809,京城銀       ,TEJF01  金融- 金融中介        
462,2812,台中銀       ,TEJF01  金融- 金融中介        
463,2816,旺旺保       ,TEJF02  金融- 保險業          
464,2820,華票         ,TEJF01  金融- 金融中介        
465,2832,台產         ,TEJF02  金融- 保險業          
466,2834,臺企銀       ,TEJF01  金融- 金融中介        
467,2836,高雄銀       ,TEJF01  金融- 金融中介        
468,2838,聯邦銀       ,TEJF01  金融- 金融中介        
469,2845,遠東銀       ,TEJF01  金融- 金融中介        
470,2849,安泰銀       ,TEJF01  金融- 金融中介        
471,2850,新產         ,TEJF02  金融- 保險業          
472,2851,中再保       ,TEJF02  金融- 保險業          
473,2852,第一保       ,TEJF02  金融- 保險業          
474,2855,統一證       ,TEJF03  金融- 證券投信業      
475,2867,三商壽       ,TEJF02  金融- 保險業          
476,2880,華南金       ,TEJF01  金融- 金融中介        
477,2881,富邦金       ,TEJF01  金融- 金融中介        
478,2882,國泰金       ,TEJF01  金融- 金融中介        
479,2883,開發金       ,TEJF01  金融- 金融中介        
480,2884,玉山金       ,TEJF01  金融- 金融中介        
481,2885,元大金       ,TEJF01  金融- 金融中介        
482,2886,兆豐金       ,TEJF01  金融- 金融中介        
483,2887,台新金       ,TEJF01  金融- 金融中介        
484,2888,新光金       ,TEJF01  金融- 金融中介        
485,2889,國票金       ,TEJF01  金融- 金融中介        
486,2890,永豐金       ,TEJF01  金融- 金融中介        
487,2891,中信金       ,TEJF01  金融- 金融中介        
488,2892,第一金       ,TEJF01  金融- 金融中介        
489,2897,王道銀行     ,TEJF01  金融- 金融中介        
490,2901,欣欣         ,TEJN21  傳產- 百貨貿易        
491,2903,遠百         ,TEJN21  傳產- 百貨貿易        
492,2904,匯僑         ,TEJN19  傳產- 陸運            
493,2905,三商         ,                              
494,2906,高林         ,TEJN21  傳產- 百貨貿易        
495,2908,特力         ,TEJN21  傳產- 百貨貿易        
496,2910,統領         ,TEJN21  傳產- 百貨貿易        
497,2911,麗嬰房       ,                              
498,2912,統一超       ,TEJN21  傳產- 百貨貿易        
499,2913,農林         ,TEJN21  傳產- 百貨貿易        
500,2915,潤泰全       ,TEJN21  傳產- 百貨貿易        
501,2923,鼎固-KY      ,TEJN17  傳產- 營建            
502,2929,淘帝-KY      ,TEJN21  傳產- 百貨貿易        
503,2939,凱羿-KY      ,TEJN21  傳產- 百貨貿易        
504,2945,三商家購     ,                              
505,3002,歐格         ,TEJT11  電子- 電源供應器      
506,3003,健和興       ,TEJT10  電子- 連接器          
507,3004,豐達科       ,                              
508,3005,神基         ,TEJT12  電子- 機殼            
