,證券代碼,簡稱,TEJ產業指數,class
305,2374,佳能         ,TEJT21  電子- 消費性電子      ,E
306,2375,凱美         ,TEJT13  電子- 被動元件        ,E
307,2376,技嘉         ,TEJT02  電子- 主機板          ,E
308,2377,微星         ,TEJT02  電子- 主機板          ,E
309,2379,瑞昱         ,TEJT17  電子- IC設計          ,E
310,2380,虹光         ,TEJT05  電子- PC週邊          ,E
311,2382,廣達         ,TEJT01  電子- PC              ,E
312,2383,台光電       ,TEJT04  電子- PCB原材料       ,E
313,2385,群光         ,TEJT05  電子- PC週邊          ,E
314,2387,精元         ,TEJT05  電子- PC週邊          ,E
315,2388,威盛         ,TEJT17  電子- IC設計          ,E
316,2390,云辰         ,TEJT09  電子- 其他光電        ,E
317,2392,正崴         ,TEJT10  電子- 連接器          ,E
318,2393,億光         ,TEJT06  電子- LED             ,E
319,2395,研華         ,TEJT02  電子- 主機板          ,E
320,2397,友通         ,TEJT02  電子- 主機板          ,E
321,2399,映泰         ,TEJT02  電子- 主機板          ,E
322,2401,凌陽         ,TEJT17  電子- IC設計          ,E
323,2402,毅嘉         ,TEJT03  電子- PCB             ,E
324,2404,漢唐         ,TEJT18  電子- 電子設備        ,E
325,2405,輔信         ,TEJT01  電子- PC              ,E
326,2406,國碩         ,TEJT07  電子- 太陽能          ,E
327,2408,南亞科       ,TEJT16  電子- 晶圓製造        ,E
328,2409,友達         ,TEJT08  電子- 面板            ,E
329,2412,中華電       ,TEJT19  電子- 電信業          ,E
330,2413,環科         ,TEJT11  電子- 電源供應器      ,E
331,2414,精技         ,TEJT20  電子- 資訊通路        ,E
332,2415,錩新         ,TEJT21  電子- 消費性電子      ,E
333,2417,圓剛         ,TEJT02  電子- 主機板          ,E
334,2419,仲琦         ,TEJT15  電子- 網通            ,E
335,2420,新巨         ,TEJT11  電子- 電源供應器      ,E
336,2421,建準         ,TEJT14  電子- 電子零組件其他  ,E
337,2423,固緯         ,TEJT11  電子- 電源供應器      ,E
339,2425,承啟         ,TEJT02  電子- 主機板          ,E
340,2426,鼎元         ,TEJT06  電子- LED             ,E
341,2427,三商電       ,TEJT22  電子- 軟體            ,E
342,2428,興勤         ,TEJT13  電子- 被動元件        ,E
343,2429,銘旺科       ,TEJT09  電子- 其他光電        ,E
344,2430,燦坤         ,TEJT20  電子- 資訊通路        ,E
345,2431,聯昌         ,TEJT11  電子- 電源供應器      ,E
346,2433,互盛電       ,TEJT20  電子- 資訊通路        ,E
347,2434,統懋         ,TEJT14  電子- 電子零組件其他  ,E
348,2436,偉詮電       ,TEJT17  電子- IC設計          ,E
349,2438,翔耀         ,TEJT08  電子- 面板            ,E
350,2439,美律         ,TEJT21  電子- 消費性電子      ,E
351,2440,太空梭       ,TEJT10  電子- 連接器          ,E
352,2441,超豐         ,TEJT16  電子- 晶圓製造        ,E
355,2444,兆勁         ,TEJT15  電子- 網通            ,E
356,2449,京元電子     ,TEJT16  電子- 晶圓製造        ,E
357,2450,神腦         ,TEJT20  電子- 資訊通路        ,E
358,2451,創見         ,TEJT16  電子- 晶圓製造        ,E
359,2453,凌群         ,TEJT22  電子- 軟體            ,E
360,2454,聯發科       ,TEJT17  電子- IC設計          ,E
361,2455,全新         ,TEJT16  電子- 晶圓製造        ,E
362,2457,飛宏         ,TEJT11  電子- 電源供應器      ,E
363,2458,義隆         ,TEJT17  電子- IC設計          ,E
364,2459,敦吉         ,TEJT20  電子- 資訊通路        ,E
365,2460,建通         ,TEJT10  電子- 連接器          ,E
367,2462,良得電       ,TEJT10  電子- 連接器          ,E
368,2464,盟立         ,TEJT18  電子- 電子設備        ,E
369,2465,麗臺         ,TEJT02  電子- 主機板          ,E
370,2466,冠西電       ,TEJT06  電子- LED             ,E
371,2467,志聖         ,TEJT18  電子- 電子設備        ,E
372,2468,華經         ,TEJT22  電子- 軟體            ,E
373,2471,資通         ,TEJT22  電子- 軟體            ,E
374,2472,立隆電       ,TEJT13  電子- 被動元件        ,E
375,2474,可成         ,TEJT12  電子- 機殼            ,E
376,2476,鉅祥         ,TEJT14  電子- 電子零組件其他  ,E
377,2477,美隆電       ,TEJT21  電子- 消費性電子      ,E
378,2478,大毅         ,TEJT13  電子- 被動元件        ,E
379,2480,敦陽科       ,TEJT22  電子- 軟體            ,E
380,2481,強茂         ,TEJT14  電子- 電子零組件其他  ,E
381,2482,連宇         ,TEJT05  電子- PC週邊          ,E
382,2483,百容         ,TEJT14  電子- 電子零組件其他  ,E
383,2484,希華         ,TEJT14  電子- 電子零組件其他  ,E
384,2485,兆赫         ,TEJT15  電子- 網通            ,E
385,2486,一詮         ,TEJT14  電子- 電子零組件其他  ,E
386,2488,漢平         ,TEJT21  電子- 消費性電子      ,E
387,2489,瑞軒         ,TEJT05  電子- PC週邊          ,E
389,2492,華新科       ,TEJT13  電子- 被動元件        ,E
390,2493,揚博         ,TEJT18  電子- 電子設備        ,E
391,2495,普安         ,TEJT05  電子- PC週邊          ,E
505,3002,歐格         ,TEJT11  電子- 電源供應器      ,E
506,3003,健和興       ,TEJT10  電子- 連接器          ,E
508,3005,神基         ,TEJT12  電子- 機殼            ,E
509,3006,晶豪科       ,TEJT17  電子- IC設計          ,E
510,3008,大立光       ,TEJT21  電子- 消費性電子      ,E
511,3010,華立         ,TEJT20  電子- 資訊通路        ,E
512,3011,今皓         ,TEJT10  電子- 連接器          ,E
513,3013,晟銘電       ,TEJT12  電子- 機殼            ,E
514,3014,聯陽         ,TEJT17  電子- IC設計          ,E
515,3015,全漢         ,TEJT11  電子- 電源供應器      ,E
516,3016,嘉晶         ,TEJT16  電子- 晶圓製造        ,E
517,3017,奇鋐         ,TEJT14  電子- 電子零組件其他  ,E
519,3019,亞光         ,TEJT21  電子- 消費性電子      ,E
520,3021,鴻名         ,TEJT10  電子- 連接器          ,E
521,3022,威強電       ,TEJT02  電子- 主機板          ,E
522,3023,信邦         ,TEJT10  電子- 連接器          ,E
524,3025,星通         ,TEJT15  電子- 網通            ,E
525,3026,禾伸堂       ,TEJT13  電子- 被動元件        ,E
527,3028,增你強       ,TEJT20  電子- 資訊通路        ,E
529,3030,德律         ,TEJT18  電子- 電子設備        ,E
530,3031,佰鴻         ,TEJT06  電子- LED             ,E
531,3032,偉訓         ,TEJT12  電子- 機殼            ,E
532,3033,威健         ,TEJT20  電子- 資訊通路        ,E
533,3034,聯詠         ,TEJT17  電子- IC設計          ,E
534,3035,智原         ,TEJT17  電子- IC設計          ,E
535,3036,文曄         ,TEJT20  電子- 資訊通路        ,E
536,3037,欣興         ,TEJT03  電子- PCB             ,E
537,3038,全台         ,TEJT08  電子- 面板            ,E
539,3041,揚智         ,TEJT17  電子- IC設計          ,E
540,3042,晶技         ,TEJT14  電子- 電子零組件其他  ,E
541,3043,科風         ,TEJT11  電子- 電源供應器      ,E
542,3044,健鼎         ,TEJT03  電子- PCB             ,E
543,3045,台灣大       ,TEJT19  電子- 電信業          ,E
544,3046,建_         ,TEJT02  電子- 主機板          ,E
545,3047,訊舟         ,TEJT15  電子- 網通            ,E
546,3048,益登         ,TEJT20  電子- 資訊通路        ,E
547,3049,精金         ,TEJT08  電子- 面板            ,E
548,3050,鈺德         ,TEJT05  電子- PC週邊          ,E
549,3051,力特         ,TEJT08  電子- 面板            ,E
552,3055,蔚華科       ,TEJT18  電子- 電子設備        ,E
554,3057,喬鼎         ,TEJT05  電子- PC週邊          ,E
555,3058,立德         ,TEJT11  電子- 電源供應器      ,E
556,3059,華晶科       ,TEJT21  電子- 消費性電子      ,E
557,3060,銘異         ,TEJT05  電子- PC週邊          ,E
558,3062,建漢         ,TEJT15  電子- 網通            ,E
559,3090,日電貿       ,TEJT20  電子- 資訊通路        ,E
560,3092,鴻碩         ,TEJT10  電子- 連接器          ,E
561,3094,聯傑         ,TEJT17  電子- IC設計          ,E
562,3130,一零四       ,TEJT15  電子- 網通            ,E
563,3138,耀登         ,TEJT15  電子- 網通            ,E
564,3149,正達         ,TEJT08  電子- 面板            ,E
566,3167,大量         ,TEJT18  電子- 電子設備        ,E
567,3189,景碩         ,TEJT02  電子- 主機板          ,E
568,3209,全科         ,TEJT20  電子- 資訊通路        ,E
569,3229,晟鈦         ,TEJT03  電子- PCB             ,E
570,3231,緯創         ,TEJT01  電子- PC              ,E
571,3257,虹冠電       ,TEJT17  電子- IC設計          ,E
573,3296,勝德         ,TEJT11  電子- 電源供應器      ,E
574,3305,昇貿         ,TEJT04  電子- PCB原材料       ,E
575,3308,聯德         ,TEJT11  電子- 電源供應器      ,E
576,3311,閎暉         ,TEJT14  電子- 電子零組件其他  ,E
577,3312,弘憶股       ,TEJT20  電子- 資訊通路        ,E
578,3321,同泰         ,TEJT03  電子- PCB             ,E
579,3338,泰碩         ,TEJT14  電子- 電子零組件其他  ,E
580,3346,麗清         ,TEJT06  電子- LED             ,E
581,3356,奇偶         ,TEJT09  電子- 其他光電        ,E
582,3376,新日興       ,TEJT14  電子- 電子零組件其他  ,E
583,3380,明泰         ,TEJT15  電子- 網通            ,E
584,3406,玉晶光       ,TEJT21  電子- 消費性電子      ,E
585,3413,京鼎         ,TEJT18  電子- 電子設備        ,E
586,3416,融程電       ,TEJT02  電子- 主機板          ,E
587,3419,譁裕         ,TEJT15  電子- 網通            ,E
588,3432,台端         ,TEJT10  電子- 連接器          ,E
589,3437,榮創         ,TEJT06  電子- LED             ,E
590,3443,創意         ,TEJT17  電子- IC設計          ,E
591,3447,展達         ,TEJT15  電子- 網通            ,E
592,3450,聯鈞         ,TEJT15  電子- 網通            ,E
593,3454,晶睿         ,TEJT09  電子- 其他光電        ,E
594,3481,群創         ,TEJT08  電子- 面板            ,E
595,3494,誠研         ,TEJT20  電子- 資訊通路        ,E
596,3501,維熹         ,TEJT10  電子- 連接器          ,E
597,3504,揚明光       ,TEJT09  電子- 其他光電        ,E
598,3515,華擎         ,TEJT02  電子- 主機板          ,E
600,3528,安馳         ,TEJT20  電子- 資訊通路        ,E
601,3530,晶相光       ,TEJT17  電子- IC設計          ,E
602,3532,台勝科       ,TEJT16  電子- 晶圓製造        ,E
603,3533,嘉澤         ,TEJT10  電子- 連接器          ,E
604,3535,晶彩科       ,TEJT18  電子- 電子設備        ,E
605,3543,州巧         ,TEJT14  電子- 電子零組件其他  ,E
606,3545,敦泰         ,TEJT17  電子- IC設計          ,E
607,3550,聯穎         ,TEJT10  電子- 連接器          ,E
609,3563,牧德         ,TEJT18  電子- 電子設備        ,E
610,3576,聯合再生     ,TEJT07  電子- 太陽能          ,E
611,3583,辛耘         ,TEJT18  電子- 電子設備        ,E
612,3588,通嘉         ,TEJT17  電子- IC設計          ,E
613,3591,艾笛森       ,TEJT06  電子- LED             ,E
614,3592,瑞鼎         ,TEJT17  電子- IC設計          ,E
615,3593,力銘         ,TEJT12  電子- 機殼            ,E
616,3596,智易         ,TEJT15  電子- 網通            ,E
617,3605,宏致         ,TEJT10  電子- 連接器          ,E
618,3607,谷崧         ,TEJT12  電子- 機殼            ,E
619,3617,碩天         ,TEJT11  電子- 電源供應器      ,E
620,3622,洋華         ,TEJT08  電子- 面板            ,E
621,3645,達邁         ,TEJT03  電子- PCB             ,E
622,3652,精聯         ,TEJT02  電子- 主機板          ,E
623,3653,健策         ,TEJT14  電子- 電子零組件其他  ,E
624,3661,世芯-KY      ,TEJT17  電子- IC設計          ,E
625,3665,貿聯-KY      ,TEJT10  電子- 連接器          ,E
626,3669,圓展         ,TEJT09  電子- 其他光電        ,E
627,3673,TPK-KY       ,TEJT08  電子- 面板            ,E
628,3679,新至陞       ,TEJT14  電子- 電子零組件其他  ,E
629,3686,達能         ,TEJT07  電子- 太陽能          ,E
630,3694,海華         ,TEJT15  電子- 網通            ,E
631,3701,大眾控       ,TEJT01  電子- PC              ,E
632,3702,大聯大       ,TEJT20  電子- 資訊通路        ,E
634,3704,合勤控       ,TEJT15  電子- 網通            ,E
636,3706,神達         ,TEJT01  電子- PC              ,E
638,3711,日月光投控   ,TEJT16  電子- 晶圓製造        ,E
639,3712,永崴投控     ,TEJT05  電子- PC週邊          ,E
640,3714,富采         ,TEJT06  電子- LED             ,E
641,3715,定穎投控     ,TEJT03  電子- PCB             ,E
663,4545,銘鈺         ,TEJT14  電子- 電子零組件其他  ,E
672,4569,六方科-KY    ,TEJT14  電子- 電子零組件其他  ,E
690,4904,遠傳         ,TEJT19  電子- 電信業          ,E
691,4906,正文         ,TEJT15  電子- 網通            ,E
692,4912,聯德控股-KY  ,TEJT14  電子- 電子零組件其他  ,E
693,4915,致伸         ,TEJT05  電子- PC週邊          ,E
694,4916,事欣科       ,TEJT02  電子- 主機板          ,E
695,4919,新唐         ,TEJT17  電子- IC設計          ,E
696,4927,泰鼎-KY      ,TEJT03  電子- PCB             ,E
698,4934,太極         ,TEJT07  電子- 太陽能          ,E
699,4935,茂林-KY      ,TEJT08  電子- 面板            ,E
700,4938,和碩         ,TEJT01  電子- PC              ,E
701,4942,嘉彰         ,TEJT14  電子- 電子零組件其他  ,E
702,4943,康控-KY      ,TEJT10  電子- 連接器          ,E
703,4952,凌通         ,TEJT17  電子- IC設計          ,E
704,4956,光鋐         ,TEJT06  電子- LED             ,E
705,4958,臻鼎-KY      ,TEJT03  電子- PCB             ,E
706,4960,誠美材       ,TEJT08  電子- 面板            ,E
707,4961,天鈺         ,TEJT17  電子- IC設計          ,E
708,4967,十銓         ,TEJT16  電子- 晶圓製造        ,E
709,4968,立積         ,TEJT17  電子- IC設計          ,E
710,4976,佳凌         ,TEJT21  電子- 消費性電子      ,E
711,4977,眾達-KY      ,TEJT15  電子- 網通            ,E
712,4989,榮科         ,TEJT04  電子- PCB原材料       ,E
713,4994,傳奇         ,TEJT22  電子- 軟體            ,E
714,4999,鑫禾         ,TEJT14  電子- 電子零組件其他  ,E
717,5215,科嘉-KY      ,TEJT14  電子- 電子零組件其他  ,E
718,5222,全訊         ,TEJT15  電子- 網通            ,E
719,5225,東科-KY      ,TEJT21  電子- 消費性電子      ,E
720,5234,達興材料     ,TEJT08  電子- 面板            ,E
721,5243,乙盛-KY      ,TEJT14  電子- 電子零組件其他  ,E
722,5244,弘凱         ,TEJT06  電子- LED             ,E
723,5258,虹堡         ,TEJT02  電子- 主機板          ,E
724,5269,祥碩         ,TEJT17  電子- IC設計          ,E
726,5284,jpp-KY       ,TEJT14  電子- 電子零組件其他  ,E
727,5285,界霖         ,TEJT16  電子- 晶圓製造        ,E
729,5292,華懋         ,TEJT18  電子- 電子設備        ,E
731,5388,中磊         ,TEJT15  電子- 網通            ,E
732,5434,崇越         ,TEJT20  電子- 資訊通路        ,E
733,5469,瀚宇博       ,TEJT03  電子- PCB             ,E
734,5471,松翰         ,TEJT17  電子- IC設計          ,E
735,5484,慧友         ,TEJT09  電子- 其他光電        ,E
756,6108,競國         ,TEJT03  電子- PCB             ,E
757,6112,邁達特       ,TEJT22  電子- 軟體            ,E
758,6115,鎰勝         ,TEJT10  電子- 連接器          ,E
759,6116,彩晶         ,TEJT08  電子- 面板            ,E
760,6117,迎廣         ,TEJT12  電子- 機殼            ,E
761,6120,達運         ,TEJT08  電子- 面板            ,E
762,6128,上福         ,TEJT05  電子- PC週邊          ,E
763,6133,金橋         ,TEJT10  電子- 連接器          ,E
766,6141,柏承         ,TEJT03  電子- PCB             ,E
767,6142,友勁         ,TEJT15  電子- 網通            ,E
768,6152,百一         ,TEJT15  電子- 網通            ,E
769,6153,嘉聯益       ,TEJT03  電子- PCB             ,E
770,6155,鈞寶         ,TEJT13  電子- 被動元件        ,E
771,6164,華興         ,TEJT06  電子- LED             ,E
772,6165,浪凡         ,TEJT15  電子- 網通            ,E
773,6166,凌華         ,TEJT02  電子- 主機板          ,E
774,6168,宏齊         ,TEJT06  電子- LED             ,E
775,6176,瑞儀         ,TEJT08  電子- 面板            ,E
779,6189,豐藝         ,TEJT20  電子- 資訊通路        ,E
780,6191,精成科       ,TEJT03  電子- PCB             ,E
781,6192,巨路         ,TEJT20  電子- 資訊通路        ,E
782,6196,帆宣         ,TEJT18  電子- 電子設備        ,E
783,6197,佳必琪       ,TEJT10  電子- 連接器          ,E
784,6201,亞弘電       ,TEJT21  電子- 消費性電子      ,E
785,6202,盛群         ,TEJT17  電子- IC設計          ,E
786,6205,詮欣         ,TEJT10  電子- 連接器          ,E
787,6206,飛捷         ,TEJT02  電子- 主機板          ,E
788,6209,今國光       ,TEJT21  電子- 消費性電子      ,E
789,6213,聯茂         ,TEJT04  電子- PCB原材料       ,E
790,6214,精誠         ,TEJT22  電子- 軟體            ,E
791,6215,和椿         ,TEJT18  電子- 電子設備        ,E
792,6216,居易         ,TEJT15  電子- 網通            ,E
793,6224,聚鼎         ,TEJT13  電子- 被動元件        ,E
794,6225,天瀚         ,TEJT21  電子- 消費性電子      ,E
795,6226,光鼎         ,TEJT06  電子- LED             ,E
796,6230,尼得科超眾   ,TEJT14  電子- 電子零組件其他  ,E
797,6235,華孚         ,TEJT12  電子- 機殼            ,E
798,6239,力成         ,TEJT16  電子- 晶圓製造        ,E
799,6243,迅杰         ,TEJT17  電子- IC設計          ,E
800,6257,矽格         ,TEJT16  電子- 晶圓製造        ,E
801,6269,台郡         ,TEJT03  電子- PCB             ,E
802,6271,同欣電       ,TEJT16  電子- 晶圓製造        ,E
803,6277,宏正         ,TEJT05  電子- PC週邊          ,E
804,6278,台表科       ,TEJT03  電子- PCB             ,E
805,6281,全國電       ,TEJT20  電子- 資訊通路        ,E
806,6282,康舒         ,TEJT11  電子- 電源供應器      ,E
807,6283,淳安         ,TEJT05  電子- PC週邊          ,E
808,6285,啟_         ,TEJT15  電子- 網通            ,E
809,6288,聯嘉         ,TEJT06  電子- LED             ,E
810,6405,悅城         ,TEJT08  電子- 面板            ,E
811,6409,旭隼         ,TEJT11  電子- 電源供應器      ,E
812,6412,群電         ,TEJT11  電子- 電源供應器      ,E
813,6414,樺漢         ,TEJT02  電子- 主機板          ,E
814,6415,矽力*-KY     ,TEJT17  電子- IC設計          ,E
815,6416,瑞祺電通     ,TEJT15  電子- 網通            ,E
816,6426,統新         ,TEJT15  電子- 網通            ,E
818,6438,迅得         ,TEJT18  電子- 電子設備        ,E
819,6442,光聖         ,TEJT15  電子- 網通            ,E
820,6443,元晶         ,TEJT07  電子- 太陽能          ,E
821,6449,鈺邦         ,TEJT13  電子- 被動元件        ,E
822,6451,訊芯-KY      ,TEJT16  電子- 晶圓製造        ,E
823,6456,GIS-KY       ,TEJT08  電子- 面板            ,E
830,6515,穎崴         ,TEJT04  電子- PCB原材料       ,E
831,6525,捷敏-KY      ,TEJT16  電子- 晶圓製造        ,E
832,6526,達發         ,TEJT17  電子- IC設計          ,E
833,6531,愛普*        ,TEJT17  電子- IC設計          ,E
834,6533,晶心科       ,TEJT17  電子- IC設計          ,E
837,6552,易華電       ,TEJT03  電子- PCB             ,E
838,6558,興能高       ,TEJT14  電子- 電子零組件其他  ,E
839,6573,虹揚-KY      ,TEJT14  電子- 電子零組件其他  ,E
840,6579,研揚         ,TEJT02  電子- 主機板          ,E
844,6591,動力-KY      ,TEJT14  電子- 電子零組件其他  ,E
853,6658,聯策         ,TEJT18  電子- 電子設備        ,E
855,6668,中揚光       ,TEJT21  電子- 消費性電子      ,E
856,6669,緯穎         ,TEJT01  電子- PC              ,E
859,6672,騰輝電子-KY  ,TEJT04  電子- PCB原材料       ,E
860,6674,鋐寶科技     ,TEJT15  電子- 網通            ,E
862,6691,洋基工程     ,TEJT18  電子- 電子設備        ,E
863,6695,芯鼎         ,TEJT17  電子- IC設計          ,E
864,6698,旭暉應材     ,TEJT08  電子- 面板            ,E
865,6706,惠特         ,TEJT18  電子- 電子設備        ,E
866,6715,嘉基         ,TEJT10  電子- 連接器          ,E
867,6719,力智         ,TEJT17  電子- IC設計          ,E
868,6742,澤米         ,TEJT21  電子- 消費性電子      ,E
869,6743,安普新       ,TEJT21  電子- 消費性電子      ,E
872,6756,威鋒電子     ,TEJT17  電子- IC設計          ,E
874,6770,力積電       ,TEJT16  電子- 晶圓製造        ,E
875,6776,展_國際     ,TEJT20  電子- 資訊通路        ,E
876,6781,AES-KY       ,TEJT14  電子- 電子零組件其他  ,E
878,6789,采鈺         ,TEJT16  電子- 晶圓製造        ,E
880,6792,詠業         ,TEJT13  電子- 被動元件        ,E
882,6799,來頡         ,TEJT17  電子- IC設計          ,E
883,6805,富世達       ,TEJT14  電子- 電子零組件其他  ,E
887,6834,天二科技     ,TEJT13  電子- 被動元件        ,E
888,6835,圓裕         ,TEJT03  電子- PCB             ,E
890,6863,永道-KY      ,TEJT15  電子- 網通            ,E
892,6916,華凌         ,TEJT08  電子- 面板            ,E
893,6933,AMAX-KY      ,TEJT01  電子- PC              ,E
894,6937,天虹         ,TEJT18  電子- 電子設備        ,E
895,8011,台通         ,TEJT15  電子- 網通            ,E
896,8016,矽創         ,TEJT17  電子- IC設計          ,E
897,8021,尖點         ,TEJT04  電子- PCB原材料       ,E
898,8028,昇陽半導體   ,TEJT16  電子- 晶圓製造        ,E
900,8039,台虹         ,TEJT04  電子- PCB原材料       ,E
901,8046,南電         ,TEJT02  電子- 主機板          ,E
902,8070,長華*        ,TEJT20  電子- 資訊通路        ,E
903,8072,陞泰         ,TEJT20  電子- 資訊通路        ,E
904,8081,致新         ,TEJT17  電子- IC設計          ,E
906,8103,瀚荃         ,TEJT10  電子- 連接器          ,E
907,8104,錸寶         ,TEJT08  電子- 面板            ,E
908,8105,凌巨         ,TEJT08  電子- 面板            ,E
909,8110,華東         ,TEJT16  電子- 晶圓製造        ,E
910,8112,至上         ,TEJT20  電子- 資訊通路        ,E
911,8114,振樺電       ,TEJT02  電子- 主機板          ,E
912,8131,福懋科       ,TEJT16  電子- 晶圓製造        ,E
913,8150,南茂         ,TEJT16  電子- 晶圓製造        ,E
914,8163,達方         ,TEJT05  電子- PC週邊          ,E
916,8210,勤誠         ,TEJT12  電子- 機殼            ,E
917,8213,志超         ,TEJT03  電子- PCB             ,E
918,8215,明基材       ,TEJT08  電子- 面板            ,E
920,8249,菱光         ,TEJT05  電子- PC週邊          ,E
921,8261,富鼎         ,TEJT17  電子- IC設計          ,E
922,8271,宇瞻         ,TEJT16  電子- 晶圓製造        ,E
933,8454,富邦媒       ,TEJT15  電子- 網通            ,E
951,9105,泰金寶-DR    ,TEJT05  電子- PC週邊          ,E
952,910861,神州-DR      ,TEJT22  電子- 軟體            ,E
956,911868,同方友友-DR  ,TEJT06  電子- LED             ,E
957,912000,晨訊科-DR    ,TEJT15  電子- 網通            ,E
958,9136,巨騰-DR      ,TEJT12  電子- 機殼            ,E
968,9912,偉聯         ,TEJT05  電子- PC週邊          ,E
